source,name,category,average_rating,review_count,price_range,latitude,longitude,description,url,page_offset
TripAdvisor,Fly and Explore Travel and Tours,Multi-day Tours • Canyoning & Rappelling Tours,,,,,,"Fly and Explore Travel and Tour is a Cebu based company which caters all to all sorts of Travelers - from leisure explorers, adventure seekers and budget travelers.",https://www.tripadvisor.com/Attraction_Review-g298460-d15353980-Reviews-Fly_and_Explore_Travel_and_Tours-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,RaYo Travel Cebu Adventure,City Tours • Eco Tours,5.0,1,,,,Cebu City Tour Canyoneering in Kawasan Falls Waterfall Adventure in Aguinid & Tumalog Island hopping tour consist of Sardine Run and Turtle Point Oslob tour Booking hotels and ferries Advise or give…,https://www.tripadvisor.com/Attraction_Review-g298460-d15676545-Reviews-RaYo_Travel_Cebu_Adventure-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Cebu Island Tours,City Tours • Multi-day Tours,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d33374634-Reviews-Cebu_Island_Tours-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Cebu Travels and Oslob Tours,City Tours • Cultural Tours,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d34284365-Reviews-Cebu_Travels_and_Oslob_Tours-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Chris,Scuba & Snorkelling,,,,,,"Travel with Chris A modern-day Renaissance man whose life is a vibrant tapestry of diverse passions and pursuits. A true ""jack of all trades,"" Christian thrives on a dynamic lifestyle that keeps him…",https://www.tripadvisor.com/Attraction_Review-g298460-d33738611-Reviews-Chris-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,CHC Tour Services,Taxis & Shuttles • Day Trips,,,,,,"CHC TOUR SERVICES opened last April 1, 2016. We are a travel and tour company. Our humble beginnings started with referrals from ESL schools, doing it as our side income. We arrange and prepare the…",https://www.tripadvisor.com/Attraction_Review-g298460-d19685064-Reviews-CHC_Tour_Services-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Cebu Tour and Trip,Canyoning & Rappelling Tours • Scuba & Snorkelling,,,,,,"“People don’t take trips, trips take people.” – “When overseas you learn more about your own country, than you do the place you’re visiting.” – “To my mind, the greatest reward and luxury of travel…",https://www.tripadvisor.com/Attraction_Review-g298460-d12205515-Reviews-Cebu_Tour_and_Trip-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Affordabe Cebu Tours,Canyoning & Rappelling Tours • Scuba & Snorkelling,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d15614383-Reviews-Affordabe_Cebu_Tours-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Emerald Green Diving Center Mactan,Scuba & Snorkelling • Dolphin & Whale Watching,,,,,,"We offer snorkeling, diving, island shopping and other marine activities in the main areas of Cebu and Bohol in the Philippines. Diving is safe and secure with experienced instructors on hand!",https://www.tripadvisor.com/Attraction_Review-g298460-d34249668-Reviews-Emerald_Green_Diving_Center_Mactan-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Smile Travel Tours And Events Services,City Tours • Day Trips,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d33001321-Reviews-Smile_Travel_Tours_And_Events_Services-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,VsnapU,Photography Tours,,,,,,"VsnapU is a platform which connect photographers to the customers, We offer photography services as an activity to the traveler for there holiday, honey Moon, solo trips , group departures, etc. We…",https://www.tripadvisor.com/Attraction_Review-g298460-d20074574-Reviews-VsnapU-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Jes,Taxis & Shuttles • Private Tours,,,,,,"Reliable Cebu Tours with Local Touch Hi, I'm Jes, a local driver and tour operator based in Cebu, Philippines. I provide safe, comfortable, and well organized private tours around Cebu and nearby …",https://www.tripadvisor.com/Attraction_Review-g298460-d34094434-Reviews-Jes-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Cebu City Heritage Tours by Explore Cebu,Parasailing & Paragliding • Canyoning & Rappelling Tours,,,,,,"Explore Cebu Tours & Travel offers unforgettable experiences in Cebu. Enjoy City tours, adventure activities like canyoneering, island hopping, snorkeling. Our private tours let u explore at your …",https://www.tripadvisor.com/Attraction_Review-g298460-d34238047-Reviews-Cebu_City_Heritage_Tours_by_Explore_Cebu-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Laagan Travel and Tours,City Tours • Canyoning & Rappelling Tours,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d34092361-Reviews-Laagan_Travel_and_Tours-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Full-Day Madventure in Cebu,Adrenaline & Extreme Tours • Day Trips,,,,,,"Experience the best of Cebu City, starting with our Mad5! While every experience we create at Mad Monkey is thoughtfully designed, we have identified FIVE amazing and authentic experiences in each…",https://www.tripadvisor.com/Attraction_Review-g298460-d25293340-Reviews-Full_Day_Madventure_in_Cebu-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Kagana Tours,City Tours • Gear Rentals,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d34307884-Reviews-Kagana_Tours-Cebu_City_Cebu_Island_Visayas.html,300
TripAdvisor,Shishaholics,Speciality & Gift Shops • Coffee & Tea Tours,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298460-d34330155-Reviews-Shishaholics-Cebu_City_Cebu_Island_Visayas.html,300
